Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time,Minutes
6‑Jan‑2020,Atp Cup,Hard,RR,31,17,Karen Khachanov [RUS] d. Fritz,3-6 7-5 6-1,0.73,12.40%,6.70%,59.60%,79.20%,30.60%,3/7,1:51:00,
6‑Jan‑2020,Atp Cup,Hard,RR,31,82,Stefano Travaglia [ITA] d. Fritz,7-6(3) 7-6(1),0.68,7.40%,2.50%,70.40%,68.40%,62.50%,5/6,1:42:00,
6‑Jan‑2020,Atp Cup,Hard,RR,31,329,Fritz d. Viktor Durasovic [NOR],6-2 6-2,3.31,28.20%,5.10%,59.00%,95.70%,68.80%,1/1,1:01:00,
13‑Jan‑2020,Adelaide,Hard,R32,32,55,Alexander Bublik [KAZ] d. (5)Fritz,6-4 7-6(4),0.87,12.20%,1.20%,62.20%,60.80%,67.70%,3/4,1:36:00,
27‑Jan‑2020,Newport Beach CH,Hard,R16,34,164,(13)Mitchell Krueger [USA] d. (1)Fritz,6-4 3-6 6-3,0.9,20.00%,2.50%,62.50%,80.00%,53.30%,3/5,1:35:00,
27‑Jan‑2020,Newport Beach CH,Hard,R32,34,384,(1)Fritz d. (Q)Agustin Velotti [ARG],6-3 6-3,2.16,17.80%,4.40%,60.00%,92.60%,55.60%,0/1,0:58:00,
17‑Feb‑2020,Delray Beach,Hard,R32,38,60,(Q)Cameron Norrie [GBR] d. (3)Fritz,6-4 6-7(4) 6-4,0.88,13.10%,2.00%,64.60%,84.40%,37.10%,2/5,2:12:00,
24‑Feb‑2020,Acapulco,Hard,F,35,2,(1)Rafael Nadal [ESP] d. Fritz,6-3 6-2,0.46,21.30%,0.00%,63.80%,70.00%,35.30%,4/7,1:14:00,
24‑Feb‑2020,Acapulco,Hard,SF,35,20,Fritz d. (5)John Isner [USA],2-6 7-5 6-3,1.1,18.10%,4.80%,61.40%,80.40%,43.80%,5/8,1:41:00,
24‑Feb‑2020,Acapulco,Hard,QF,35,44,Fritz d. Kyle Edmund [GBR],6-4 6-3,1.15,15.70%,2.90%,55.70%,74.40%,35.50%,6/9,1:34:00,
24‑Feb‑2020,Acapulco,Hard,R16,35,43,Fritz d. Ugo Humbert [FRA],6-4 6-1,1.58,7.10%,1.80%,60.70%,79.40%,50.00%,0/1,1:19:00,
24‑Feb‑2020,Acapulco,Hard,R32,35,40,Fritz d. John Millman [AUS],7-5 3-6 6-1,1.6,14.30%,2.60%,62.30%,77.10%,72.40%,1/2,1:56:00,
6‑Mar‑2020,Davis Cup QLS R1: USA vs UZB,Hard,RR,24,498,Fritz d. Sanjar Fayziev [UZB],6-1 6-2,1.82,18.00%,4.00%,56.00%,78.60%,63.60%,3/3,1:05:00,
24‑Aug‑2020,Cincinnati Masters,Hard,R32,24,61,(Q)Aljaz Bedene [SLO] d. Fritz,7-6(5) 7-5,1.01,14.10%,1.40%,63.40%,73.30%,61.50%,4/6,1:44:00,
24‑Aug‑2020,Cincinnati Masters,Hard,R64,24,97,Fritz d. (Q)Lloyd Harris [RSA],6-1 6-3,2.65,23.10%,2.60%,56.40%,100.00%,58.80%,0/0,0:52:00,
12‑Oct‑2020,St Petersburg,Hard,R32,28,75,Cameron Norrie [GBR] d. (8)Fritz,6-4 4-6 6-3,1.06,16.70%,0.00%,57.70%,86.70%,45.50%,0/2,1:56:00,
19‑Oct‑2020,Antwerp,Hard,R16,28,90,(Q)Lloyd Harris [RSA] d. (7)Fritz,7-5 7-6(3),0.75,9.40%,2.10%,59.40%,73.70%,51.30%,10/11,1:53:00,
19‑Oct‑2020,Antwerp,Hard,R32,28,33,(7)Fritz d. Reilly Opelka [USA],7-6(5) 6-1,1.67,16.90%,1.70%,74.60%,88.60%,40.00%,0/0,1:07:00,
26‑Oct‑2020,Vienna,Hard,R32,29,24,Borna Coric [CRO] d. Fritz,6-4 6-4,0.77,17.90%,0.00%,59.70%,75.00%,48.10%,1/3,1:28:00,
2‑Nov‑2020,Paris Masters,Hard,R64,29,56,Richard Gasquet [FRA] d. Fritz,6-0 3-6 6-3,0.87,16.70%,6.10%,56.10%,81.10%,31.00%,4/8,1:36:00,
1‑Feb‑2021,Murray River Open,Hard,R16,30,66,Jeremy Chardy [FRA] d. (6)Fritz,6-2 6-4,0.65,0.00%,4.50%,54.50%,58.30%,60.00%,2/6,1:07:00,
1‑Feb‑2021,Murray River Open,Hard,R32,30,92,(6)Fritz d. Federico Coria [ARG],6-2 6-1,2.63,19.00%,2.40%,71.40%,80.00%,83.30%,2/2,0:52:00,
8‑Mar‑2021,Doha,Hard,SF,33,42,Nikoloz Basilashvili [GEO] d. Fritz,7-6(3) 6-1,0.68,12.50%,1.60%,64.10%,68.30%,43.50%,4/7,1:15:00,
8‑Mar‑2021,Doha,Hard,QF,33,11,Fritz d. (4)Denis Shapovalov [CAN],5-7 6-3 7-5,0.88,10.80%,2.00%,70.60%,79.20%,46.70%,3/5,2:05:00,
8‑Mar‑2021,Doha,Hard,R16,33,14,Fritz d. (6)David Goffin [BEL],6-1 5-7 7-6(9),1.05,4.00%,3.20%,56.50%,72.90%,48.10%,7/11,2:35:00,
8‑Mar‑2021,Doha,Hard,R32,33,35,Fritz d. Lorenzo Sonego [ITA],7-6(5) 6-4,1.12,2.70%,2.70%,53.40%,74.40%,67.60%,2/3,1:57:00,
15‑Mar‑2021,Dubai,Hard,R16,30,8,(2)Andrey Rublev [RUS] d. (15)Fritz,6-3 6-1,0.52,10.00%,6.70%,43.30%,73.10%,29.40%,2/6,1:04:00,
15‑Mar‑2021,Dubai,Hard,R32,30,36,(15)Fritz d. Nikoloz Basilashvili [GEO],4-6 6-3 7-6(4),0.93,23.90%,0.90%,54.10%,83.10%,52.00%,7/8,2:04:00,
22‑Mar‑2021,Miami Masters,Hard,R16,32,44,(32)Alexander Bublik [KAZ] d. (22)Fritz,6-7(5) 6-3 6-4,1.16,6.00%,1.20%,66.30%,70.90%,53.60%,1/6,2:12:00,
22‑Mar‑2021,Miami Masters,Hard,R32,32,56,(22)Fritz d. Cameron Norrie [GBR],6-4 3-6 6-1,0.96,7.20%,5.20%,58.80%,73.70%,47.50%,3/4,1:51:00,
22‑Mar‑2021,Miami Masters,Hard,R64,32,88,(22)Fritz d. Marcos Giron [USA],6-2 6-2,2.23,13.60%,6.80%,65.90%,86.20%,53.30%,0/0,0:55:00,
19‑Jul‑2021,Los Cabos,Hard,SF,37,30,(1)Cameron Norrie [GBR] d. (3)Fritz,6-3 6-1,0.44,14.90%,4.30%,53.20%,76.00%,18.20%,2/6,1:10:00,
19‑Jul‑2021,Los Cabos,Hard,QF,37,83,(3)Fritz d. (6)Steve Johnson [USA],6-4 6-4,1.19,16.40%,3.00%,52.20%,80.00%,56.30%,4/4,1:32:00,
19‑Jul‑2021,Los Cabos,Hard,R16,37,161,(3)Fritz d. Illya Marchenko [UKR],6-1 6-7(9) 7-5,1.55,16.30%,5.40%,55.40%,84.30%,61.00%,3/5,2:51:00,
26‑Jul‑2021,Atlanta,Hard,SF,42,35,(6)John Isner [USA] d. (5)Fritz,7-6(4) 5-7 6-3,0.93,21.30%,6.40%,64.90%,83.60%,51.50%,3/4,2:17:00,
26‑Jul‑2021,Atlanta,Hard,QF,42,36,(5)Fritz d. (4)Reilly Opelka [USA],7-6(5) 6-7(3) 7-6(4),1.33,23.80%,3.80%,64.80%,91.20%,59.50%,0/0,2:52:00,
26‑Jul‑2021,Atlanta,Hard,R16,42,80,(5)Fritz d. Steve Johnson [USA],6-7(5) 6-4 6-1,1.27,18.90%,3.30%,55.60%,90.00%,55.00%,1/1,1:58:00,
26‑Jul‑2021,Atlanta,Hard,R32,42,154,(5)Fritz d. (Q)Evgeny Donskoy [RUS],6-3 6-4,1.66,11.30%,1.90%,66.00%,77.10%,77.80%,1/1,1:05:00,
2‑Aug‑2021,Washington,Hard,R32,42,103,Denis Kudla [USA] d. (10)Fritz,6-4 6-2,0.76,7.00%,7.00%,49.10%,60.70%,37.90%,3/8,1:19:00,
9‑Aug‑2021,Canada Masters,Hard,R64,40,85,(Q)James Duckworth [AUS] d. Fritz,7-6(2) 6-3,0.7,7.20%,10.30%,47.40%,73.90%,41.20%,8/11,1:55:00,
16‑Aug‑2021,Cincinnati Masters,Hard,R64,42,49,Albert Ramos [ESP] d. Fritz,4-6 6-4 6-4,0.78,14.00%,7.50%,56.10%,75.00%,38.30%,11/15,2:15:00,
27‑Sep‑2021,San Diego,Hard,R16,39,13,(4)Denis Shapovalov [CAN] d. Fritz,7-6(7) 6-2,0.77,12.10%,3.00%,53.00%,82.90%,38.70%,2/5,1:38:00,
27‑Sep‑2021,San Diego,Hard,R32,39,128,Fritz d. (Q)Salvatore Caruso [ITA],6-4 7-6(2),1.83,16.10%,3.20%,56.50%,97.10%,59.30%,0/0,1:42:00,
4‑Oct‑2021,Indian Wells Masters,Hard,SF,39,36,(29)Nikoloz Basilashvili [GEO] d. (31)Fritz,7-6(5) 6-3,1.09,17.50%,4.80%,58.70%,89.20%,38.50%,0/1,1:41:00,
4‑Oct‑2021,Indian Wells Masters,Hard,QF,39,4,(31)Fritz d. (3)Alexander Zverev [GER],4-6 6-3 7-6(3),1.08,9.90%,3.00%,60.40%,82.00%,45.00%,5/8,2:20:00,
4‑Oct‑2021,Indian Wells Masters,Hard,R16,39,14,(31)Fritz d. (10)Jannik Sinner [ITA],6-4 6-3,1.21,8.10%,4.10%,58.10%,58.10%,54.80%,5/8,1:40:00,
4‑Oct‑2021,Indian Wells Masters,Hard,R32,39,7,(31)Fritz d. (5)Matteo Berrettini [ITA],6-4 6-3,1.32,4.80%,3.20%,58.70%,81.10%,38.50%,4/6,1:21:00,
4‑Oct‑2021,Indian Wells Masters,Hard,R64,39,79,(31)Fritz d. Brandon Nakashima [USA],6-3 6-4,1.27,8.60%,1.70%,53.40%,74.20%,59.30%,0/1,1:20:00,
25‑Oct‑2021,St. Petersburg,Hard,F,28,35,Marin Cilic [CRO] d. (5)Fritz,7-6(3) 4-6 6-4,0.91,9.70%,4.90%,57.30%,64.40%,50.00%,2/7,2:23:00,
25‑Oct‑2021,St. Petersburg,Hard,SF,28,53,(5)Fritz d. Jan Lennard Struff [GER],5-7 6-1 6-3,1.47,12.30%,6.20%,66.70%,81.50%,48.10%,2/4,1:56:00,
25‑Oct‑2021,St. Petersburg,Hard,QF,28,57,(5)Fritz d. John Millman [AUS],6-4 6-2,1.42,10.40%,4.20%,54.20%,73.10%,63.60%,1/2,1:13:00,
25‑Oct‑2021,St. Petersburg,Hard,R16,28,54,(5)Fritz d. Tommy Paul [USA],7-6(3) 6-4,1.02,8.30%,1.40%,66.70%,70.80%,54.20%,3/4,1:33:00,
25‑Oct‑2021,St. Petersburg,Hard,R32,28,72,(5)Fritz d. (Q)Emil Ruusuvuori [FIN],6-1 6-4,1.38,18.60%,0.00%,59.30%,82.90%,41.70%,5/6,1:07:00,
1‑Nov‑2021,Paris Masters,Hard,QF,26,1,(1)Novak Djokovic [SRB] d. Fritz,6-4 6-3,0.63,8.50%,6.80%,62.70%,54.10%,31.80%,4/9,1:13:00,
1‑Nov‑2021,Paris Masters,Hard,R16,26,13,Fritz d. (10)Cameron Norrie [GBR],6-3 7-6(3),1.39,14.30%,0.00%,68.60%,83.30%,50.00%,3/3,1:33:00,
1‑Nov‑2021,Paris Masters,Hard,R32,26,6,Fritz d. (5)Andrey Rublev [RUS],7-5 7-6(2),0.97,16.00%,1.30%,65.30%,79.60%,69.20%,1/1,1:19:00,
1‑Nov‑2021,Paris Masters,Hard,R64,26,27,Fritz d. Lorenzo Sonego [ITA],3-6 6-2 6-3,1.41,6.40%,1.30%,66.70%,78.80%,61.50%,2/3,1:50:00,
8‑Nov‑2021,Stockholm,Hard,R16,23,52,Tommy Paul [USA] d. (5)Fritz,6-4 6-4,0.85,4.20%,5.60%,62.50%,71.10%,37.00%,4/7,1:35:00,
8‑Nov‑2021,Stockholm,Hard,R32,23,113,(5)Fritz d. (LL)Egor Gerasimov [BLR],6-4 6-4,1.97,16.70%,0.00%,66.70%,78.10%,81.30%,2/3,1:13:00,
3‑Jan‑2022,Atp Cup,Hard,RR,23,3,Alexander Zverev [GER] d. Fritz,6-4 6-4,0.72,8.80%,0.00%,57.90%,72.70%,54.20%,0/2,1:29:00,
3‑Jan‑2022,Atp Cup,Hard,RR,23,11,Fritz d. Felix Auger Aliassime [CAN],6-7(6) 6-4 6-4,1.23,13.30%,2.20%,55.60%,78.00%,75.00%,1/1,2:27:00,
3‑Jan‑2022,Atp Cup,Hard,RR,23,12,Fritz d. Cameron Norrie [GBR],7-6(4) 3-6 6-1,1.16,17.60%,1.20%,58.80%,68.00%,65.70%,3/5,1:58:00,
7‑Feb‑2022,Dallas,Hard,QF,19,70,(7)Marcos Giron [USA] d. (1)Fritz,6-4 3-6 7-6(3),1.02,11.50%,1.00%,58.70%,75.40%,48.80%,6/9,2:22:00,
7‑Feb‑2022,Dallas,Hard,R16,19,147,(1)Fritz d. (WC)Jack Sock [USA],6-1 6-4,2.42,25.00%,0.00%,63.60%,92.90%,62.50%,0/0,1:07:00,
21‑Feb‑2022,Acapulco,Hard,R16,16,103,(Q)Yoshihito Nishioka [JPN] d. (7)Fritz,3-6 6-4 6-2,0.98,22.20%,2.80%,54.20%,84.60%,48.50%,2/5,1:56:00,
21‑Feb‑2022,Acapulco,Hard,R32,16,55,(7)Fritz d. Adrian Mannarino [FRA],6-3 6-3,1.54,7.80%,6.30%,56.30%,83.30%,53.60%,4/4,1:32:00,
4‑Mar‑2022,Davis Cup QLS R1: USA vs COL,Hard,RR,20,453,Fritz d. Alejandro Gonzalez [COL],6-1 6-0,2.15,12.20%,4.90%,53.70%,86.40%,52.60%,0/0,0:53:00,
7‑Mar‑2022,Indian Wells Masters,Hard,F,20,4,(20)Fritz d. (4)Rafael Nadal [ESP],6-3 7-6(5),1.18,1.30%,3.90%,64.50%,69.40%,48.10%,8/10,2:06:00,
7‑Mar‑2022,Indian Wells Masters,Hard,SF,20,7,(20)Fritz d. (7)Andrey Rublev [RUS],7-5 6-4,1.4,7.80%,4.70%,59.40%,76.30%,61.50%,3/4,1:50:00,
7‑Mar‑2022,Indian Wells Masters,Hard,QF,20,61,(20)Fritz d. Miomir Kecmanovic [SRB],7-6(5) 3-6 6-1,1.7,19.40%,5.60%,68.10%,89.80%,52.20%,2/3,1:57:00,
7‑Mar‑2022,Indian Wells Masters,Hard,R16,20,31,(20)Fritz d. (29)Alex De Minaur [AUS],3-6 6-4 7-6(5),0.99,12.60%,1.80%,66.70%,71.60%,45.90%,4/8,2:23:00,
7‑Mar‑2022,Indian Wells Masters,Hard,R32,20,99,(20)Fritz d. (Q)Jaume Munar [ESP],6-4 2-6 7-6(2),0.95,9.70%,5.30%,68.10%,70.10%,47.20%,9/12,2:49:00,
7‑Mar‑2022,Indian Wells Masters,Hard,R64,20,75,(20)Fritz d. Kamil Majchrzak [POL],6-1 6-1,1.84,18.60%,7.00%,41.90%,77.80%,64.00%,1/1,0:57:00,
21‑Mar‑2022,Miami Masters,Hard,R16,13,48,Miomir Kecmanovic [SRB] d. (11)Fritz,3-6 6-1 6-4,0.96,9.10%,1.10%,68.20%,70.00%,50.00%,5/8,2:06:00,
21‑Mar‑2022,Miami Masters,Hard,R32,13,37,(11)Fritz d. Tommy Paul [USA],7-6(2) 6-4,1.49,6.00%,1.50%,55.20%,81.10%,66.70%,2/3,1:33:00,
21‑Mar‑2022,Miami Masters,Hard,R64,13,159,(11)Fritz d. (Q)Mikhail Kukushkin [KAZ],6-3 5-7 6-3,1.63,13.30%,0.00%,64.00%,85.40%,59.30%,0/1,2:06:00,
1‑Aug‑2022,Washington,Hard,R32,13,83,(3)Fritz d. Alexei Popyrin [AUS],6-4 6-3,1.32,5.30%,7.00%,56.10%,90.60%,52.00%,2/2,1:11:00,
8‑Aug‑2022,Canada Masters,Hard,R16,13,39,Daniel Evans [GBR] d. (10)Fritz,7-6(5) 1-6 7-5,1.04,10.40%,3.10%,57.30%,70.90%,51.20%,6/9,2:43:00,
8‑Aug‑2022,Canada Masters,Hard,R32,13,24,(10)Fritz d. Frances Tiafoe [USA],5-7 6-1 6-4,1.13,20.20%,7.40%,56.40%,69.80%,46.30%,7/11,2:03:00,
8‑Aug‑2022,Canada Masters,Hard,R64,13,48,(10)Fritz d. (WC)Andy Murray [GBR],6-1 6-3,1.56,10.20%,2.00%,63.30%,77.40%,55.60%,1/1,1:27:00,
15‑Aug‑2022,Cincinnati Masters,Hard,QF,13,1,(1)Daniil Medvedev [RUS] d. (11)Fritz,7-6(1) 6-3,1.01,4.80%,4.80%,50.00%,83.90%,54.80%,2/3,1:37:00,
15‑Aug‑2022,Cincinnati Masters,Hard,R16,13,8,(11)Fritz d. (6)Andrey Rublev [RUS],6-7(4) 6-2 7-5,1.14,11.50%,5.30%,61.10%,82.60%,47.70%,6/6,2:32:00,
15‑Aug‑2022,Cincinnati Masters,Hard,R32,13,28,(11)Fritz d. Nick Kyrgios [AUS],6-3 6-2,1.89,32.00%,2.00%,70.00%,85.70%,60.00%,0/0,0:50:00,
15‑Aug‑2022,Cincinnati Masters,Hard,R64,13,35,(11)Fritz d. Sebastian Baez [ARG],6-1 6-1,2.54,10.30%,2.60%,64.10%,80.00%,71.40%,3/3,0:54:00,
3‑Oct‑2022,Tokyo,Hard,F,11,19,(3)Fritz d. (4)Frances Tiafoe [USA],7-6(3) 7-6(2),1.56,16.20%,0.00%,67.60%,78.00%,75.00%,2/3,1:56:00,
3‑Oct‑2022,Tokyo,Hard,SF,11,22,(3)Fritz d. (7)Denis Shapovalov [CAN],6-3 6-7(5) 6-3,1.06,5.70%,4.70%,53.80%,82.50%,49.00%,5/7,2:14:00,
3‑Oct‑2022,Tokyo,Hard,R16,11,253,(3)Fritz d. (LL)Hiroki Moriya [JPN],6-1 3-6 6-4,1.25,17.70%,3.80%,59.50%,72.30%,50.00%,3/6,1:59:00,
3‑Oct‑2022,Tokyo,Hard,R32,11,109,(3)Fritz d. James Duckworth [AUS],6-2 6-7(2) 6-1,1.53,29.30%,1.20%,69.50%,87.70%,36.00%,3/4,1:46:00,
24‑Oct‑2022,Vienna,Hard,R16,10,19,Denis Shapovalov [CAN] d. (4)Fritz,6-1 4-6 6-3,0.55,12.30%,1.20%,63.00%,72.50%,40.00%,2/6,1:42:00,
24‑Oct‑2022,Vienna,Hard,R32,10,37,(4)Fritz d. (Q)Yoshihito Nishioka [JPN],6-7(4) 7-6(7) 6-3,1.04,18.60%,0.90%,61.90%,81.40%,53.50%,4/5,2:44:00,
31‑Oct‑2022,Paris Masters,Hard,R32,11,188,(WC)Gilles Simon [FRA] d. (9)Fritz,7-5 5-7 6-4,0.93,7.10%,0.90%,58.00%,70.80%,48.90%,7/11,3:06:00,
31‑Oct‑2022,Paris Masters,Hard,R64,11,32,(9)Fritz d. Alejandro Davidovich Fokina [ESP],7-5 6-2,1.34,5.60%,2.80%,57.70%,80.50%,36.70%,1/3,1:29:00,
14‑Nov‑2022,Tour Finals,Hard,SF,9,8,(7)Novak Djokovic [SRB] d. (8)Fritz,7-6(5) 7-6(6),0.78,18.50%,1.20%,67.90%,76.40%,34.60%,0/2,1:54:00,
14‑Nov‑2022,Tour Finals,Hard,RR,9,2,(8)Fritz d. (1)Rafael Nadal [ESP],7-6(3) 6-1,1.68,13.80%,1.70%,69.00%,80.00%,77.80%,0/0,1:37:00,
14‑Nov‑2022,Tour Finals,Hard,RR,9,4,(3)Casper Ruud [NOR] d. (8)Fritz,6-3 4-6 7-6(6),0.88,16.90%,0.00%,61.80%,87.30%,50.00%,4/5,2:11:00,
14‑Nov‑2022,Tour Finals,Hard,RR,9,6,(8)Fritz d. (5)Felix Auger Aliassime [CAN],7-6(4) 6-7(5) 6-2,1.71,5.60%,1.10%,62.20%,87.50%,70.60%,3/3,2:44:00,
2‑Jan‑2023,United Cup,Hard,F,9,16,(3)Fritz d. (5)Matteo Berrettini [ITA],7-6(4) 7-6(6),1.28,17.60%,2.40%,61.20%,86.50%,48.50%,0/0,2:15:00,
